2019-08-25 14:28:38,"b'Timnas Indonesia Menang 4-0 atas Persika, Dutra Cetak Gol https://t.co/olmQbHse0J'"
2019-08-25 14:11:37,"b'Kalahkan Marquez di MotoGP Inggris, Rins Nyaris Blunder https://t.co/al3ZfYrS2O'"
2019-08-25 14:05:37,b'FOTO: Museum Ganja di Los Angeles https://t.co/9Kjy7FQuqo'
2019-08-25 14:00:01,"b'Harya Suraminata, pencipta tokoh #Gundala terinspirasi dari tokoh legenda Jawa, Ki Ageng Selo. \xe2\x80\x98Gundala\xe2\x80\x99 sendiri di\xe2\x80\xa6 https://t.co/WzAWJr5Hx5'"
2019-08-25 13:59:37,"b""Tom Holland Soal Kisruh 'Spider-Man': I Love You 3000 https://t.co/R4EALqy30L"""
2019-08-25 13:43:36,b'Koalisi Duga 3 Anggota Pansel KPK Punya Konflik Kepentingan https://t.co/6EF3VkFieQ'
2019-08-25 13:34:35,b'Klasemen MotoGP 2019: Marquez Unggul 78 Poin Atas Dovizioso https://t.co/ayqzetFP88'
2019-08-25 13:22:35,b'Mimpi Buruk Tikungan Terakhir Marquez Berlanjut di MotoGP https://t.co/AbPqmepD7H'
2019-08-25 13:16:34,b'ICW Gagas Petisi Minta Jokowi Intervensi Seleksi Capim KPK https://t.co/89XCxrFHMB'
2019-08-25 13:00:01,b'Ingin mendapatkan lebih banyak tips-tips kesehatan? Atau butuh rekomendasi tempat wisata yang menarik? Temukan semu\xe2\x80\xa6 https://t.co/zjTNS7pthM'
2019-08-25 12:53:33,b'Hasil MotoGP Inggris: Rins Kalahkan Marquez di Tikungan Akhir https://t.co/Cwh0WhRpqD'
2019-08-25 12:47:33,b'Yoris Raweyai Bantah Terkait Tuntutan Pembubaran Banser https://t.co/pSxhjhikUM'
2019-08-25 12:35:32,b'Seniman Suarti dan Edward Hutabarat Diberikan Penghargaan https://t.co/6HeK4My147'
2019-08-25 12:24:32,b'Hendra Mencari Kado Ulang Tahun di Final Kejuaraan Dunia https://t.co/8Zxxbh7qu9'
